Company Name,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B ,NIFTY closing ,Date ,Market Capitalisation,EPS ,P/E ,P/B 
Venus Remedies Ltd.,5682.55,28-03-2013,2347.82,61.09,3.95,0.66,6704.2,31-03-2014,2797.57,53.25,4.59,0.6,8491,31-03-2015,1551.53,3.96,34.25,0.33,7738.4,31-03-2016,1008.61,1.02,86.21,0.23,9173.75,31-03-2017,1205.2,-16.46,,0.31,10113.7,28-03-2018,807.78,-30.34,,0.21,11623.9,29-03-2019,407.29,-21.96,,0.12,8597.75,31-03-2020,271.52,0.47,46.81,0.08,14690.7,31-03-2021,3391.58,17.55,15.66,0.88,17464.75,31-03-2022,3613.1,36.65,7.38,0.8,17359.75,31-03-2023,2171.47,21.67,7.5,0.45
Vera Synthetic Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11570,28-03-2019,348.41,6.36,11.1,4.58,7610.25,23-03-2020,423.42,2.43,35.29,3.38,14507.3,26-03-2021,159.4,4.62,6.99,1.07,17266.75,08-02-2022,128.31,0.73,35.64,0.81,17080.7,29-03-2023,361.49,5.13,14.29,1.96
Veranda Learning Solutions Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,12585.33,1.13,180.31,4.58
Vertexplus Technologies Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,578.37,3.83,27.54,2.4
Vertoz Advertising Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10113.7,28-03-2018,1071.91,2.39,74.96,4.9,11623.9,29-03-2019,1157.8,3.86,50.12,4.86,8597.75,31-03-2020,694.26,1.35,43.12,2.6,14690.7,31-03-2021,3248.66,2.21,123.06,11.07,17464.75,31-03-2022,1056.35,3.05,28.94,3.16,17359.75,31-03-2023,3706.36,1.96,102.1,3.14
Vesuvius India Ltd.,5682.55,28-03-2013,6332.38,27.28,11.44,1.84,6704.2,31-03-2014,9725.88,31.38,15.27,2.35,8491,31-03-2015,14469.08,30.76,23.17,3.18,7738.4,31-03-2016,15037.37,37.43,19.8,2.92,9173.75,31-03-2017,25140.75,46.07,26.89,4.15,10113.7,28-03-2018,26549.3,46.44,28.17,4.1,11623.9,29-03-2019,23528.23,45.46,25.5,3.19,8597.75,31-03-2020,16532.17,40.56,20.08,2.01,14690.7,31-03-2021,19550.2,24.68,39.03,2.28,17464.75,31-03-2022,20700.99,37.22,27.4,2.25,17359.75,31-03-2023,33234.83,66.08,24.78,3.19
Veto Switchgears & Cables Ltd.,5682.55,28-03-2013,838.05,4.32,11.64,1.59,6695.9,28-03-2014,989.66,3.34,16.17,1.66,8341.4,27-03-2015,1282.9,9.14,7.65,1.96,7738.4,31-03-2016,1686.09,6.47,14.23,2.23,9173.75,31-03-2017,2760.06,6.7,22.48,3.05,10113.7,28-03-2018,3345.61,9.8,18.63,3.18,11623.9,29-03-2019,1337.09,7.13,9.82,1.17,8597.75,31-03-2020,550.51,6.09,4.73,0.36,14690.7,31-03-2021,2218.29,8.69,13.36,1.31,17464.75,31-03-2022,1739.46,11.99,7.59,0.92,17359.75,31-03-2023,1437.44,12.58,5.98,0.68
Viaz Tyres Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,665.23,1.65,32.93,2.14
Viceroy Hotels Ltd.,5682.55,28-03-2013,678.48,-1.23,,0.3,6704.2,31-03-2014,678.48,-1.61,,0.69,8491,31-03-2015,642.44,-1.05,,0.84,7738.4,31-03-2016,691.21,-1,,0.76,9173.75,31-03-2017,871.43,-2.72,,1.09,10113.7,28-03-2018,521.58,-2.92,,,11623.9,29-03-2019,152.66,-107.14,,,8597.75,31-03-2020,31.8,-2.17,,,14690.7,31-03-2021,86.93,-3.84,,,17464.75,31-03-2022,131.46,-2.32,,,17154.3,13-03-2023,106.01,-0.07,,
Videocon Industries Ltd.,5682.55,28-03-2013,64870.03,3.66,55.59,0.63,6704.2,31-03-2014,51210.67,2.88,55.72,0.51,8491,31-03-2015,52125.42,2.5,62.35,0.5,7738.4,31-03-2016,35787.1,-7.7,,0.35,9173.75,31-03-2017,34633.22,-49.53,,0.35,10113.7,28-03-2018,4364.69,-107.45,,0.07,11623.9,29-03-2019,953.21,-154.35,,,8597.75,31-03-2020,468.24,-140.94,,,14690.7,31-03-2021,1371.28,-156.08,,,15869.25,15-06-2021,2458.27,-156.08,,,,,,,,
Vidhi Specialty Food Ingredients Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,3253.92,2.82,23.14,5.9,9173.75,31-03-2017,2846.86,2.96,19.24,4.31,10113.7,28-03-2018,4033.06,3.13,25.82,5.41,11623.9,29-03-2019,3998.1,5.09,15.72,4.26,8597.75,31-03-2020,2279.99,6.82,6.69,1.77,14690.7,31-03-2021,10610.82,7.22,29.43,6.57,17464.75,31-03-2022,20822.07,11.58,35.99,9.57,17359.75,31-03-2023,16282.07,7.58,43.01,6.48
Vijay Shanthi Builders Ltd.,5682.55,28-03-2013,438.66,4,4.19,0.37,6704.2,31-03-2014,310.34,1.64,7.23,0.26,8491,31-03-2015,265.82,0.76,13.36,0.22,7738.4,31-03-2016,247.48,0.28,33.9,0.2,9173.75,31-03-2017,312.95,2.22,5.39,0.25,10113.7,28-03-2018,438.66,2.38,7.03,0.35,11623.9,29-03-2019,144.04,-0.19,,0.11,11786.85,29-10-2019,55,-4.74,,0.05,,,,,,,,,,,,,,,,,,
Vijaya Bank [Merged],5682.55,28-03-2013,23240.78,9.45,4.96,0.56,6704.2,31-03-2014,34278.86,4.16,9.58,0.61,8491,31-03-2015,39949.05,5.12,9.08,0.67,7738.4,31-03-2016,29235.77,1.51,20.71,0.45,9173.75,31-03-2017,68670.62,7.37,9.32,0.94,10113.7,28-03-2018,67880.9,5.44,9.57,0.69,11058.2,07-03-2019,60056.01,3.96,11.64,0.59,,,,,,,,,,,,,,,,,,,,,,,,
Vijaya Diagnostic Centre Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,44676.37,10.49,41.75,9.51,17359.75,31-03-2023,39940.45,8.15,47.99,7.34
Viji Finance Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,9173.75,31-03-2017,491.25,0.08,79.23,5.48,10113.7,28-03-2018,400.13,0.14,33.62,4.1,11623.9,29-03-2019,66,0.13,6.11,0.61,8597.75,31-03-2020,20.63,0.02,14.73,0.19,14690.7,31-03-2021,57.75,0.05,13.13,0.52,17464.75,31-03-2022,313.5,0.05,78.38,2.69,17359.75,31-03-2023,173.25,0.06,35.36,1.43
Vikas Ecotech Ltd.,5682.55,28-03-2013,942.19,5.3,17.58,2.57,6704.2,31-03-2014,2791.55,0.36,76.48,6.82,8491,31-03-2015,1589,0.18,35.55,3.67,7738.4,31-03-2016,3940.71,0.95,16.28,5.95,9173.75,31-03-2017,5835.91,1.41,14.8,4.39,10113.7,28-03-2018,8215.06,1.64,17.89,5.02,11623.9,29-03-2019,3190.86,0.33,34.35,2.27,8597.75,31-03-2020,307.89,-0.23,,0.22,14690.7,31-03-2021,629.77,-0.53,,0.49,17464.75,31-03-2022,5049.73,0.01,376.85,2.22,17359.75,31-03-2023,2371.45,0.1,23.95,1
Vikas Lifecare Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,796.19,0.03,36.36,1.49,14690.7,31-03-2021,1957.31,-0.17,,2.94,17464.75,31-03-2022,5860.88,0.23,22.82,2.94,17359.75,31-03-2023,4832.44,-0.11,,1.45
Vikas Proppant & Granite Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,3467.3,0.08,88.45,1.75,14690.7,31-03-2021,1209.49,0,525.86,0.64,17464.75,31-03-2022,952.15,-0.06,,0.51,16985.7,27-03-2023,257.34,,,0.14
Vikas W S P Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,858.65,1.04,4.02,0.07,14690.7,31-03-2021,1216.42,-5.8,,0.12,17464.75,31-03-2022,684.87,-3.74,,0.08,17359.75,31-03-2023,204.44,-3.74,,0.02
Vikash Metal & Power Ltd.,5227.25,13-07-2012,316.8,-7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vimal Oil & Foods Ltd.,,,,,,,6704.2,31-03-2014,2305.57,11.89,12.91,1.72,8491,31-03-2015,3595.79,12.64,18.94,2.43,7738.4,31-03-2016,732.23,-162.34,,,9173.75,31-03-2017,639.1,-8.54,,,10130.65,26-03-2018,172.73,-23.12,,,11623.9,29-03-2019,111.15,-76.34,,,12035.8,30-01-2020,47.31,0.05,59.14,,,,,,,,,,,,,,,,,,,
Vimta Labs Ltd.,5682.55,28-03-2013,331.62,-1.14,,0.3,6704.2,31-03-2014,1232.51,5.58,10,1.02,8491,31-03-2015,1659.19,2.16,34.78,1.36,7738.4,31-03-2016,1561.92,2.59,27.26,1.24,9173.75,31-03-2017,2442.91,4.48,24.65,1.79,10113.7,28-03-2018,3844.55,6.09,28.54,2.61,11623.9,29-03-2019,4393.93,10.57,18.8,2.64,8597.75,31-03-2020,1319.84,2.59,23.03,0.76,14690.7,31-03-2021,3568.2,9.5,16.98,1.84,17464.75,31-03-2022,6989.38,19,16.64,2.99,17359.75,31-03-2023,6945.18,21.59,14.54,2.48
Vinati Organics Ltd.,5682.55,28-03-2013,5122.4,13.68,7.59,2.19,6704.2,31-03-2014,13876.14,17.17,16.37,4.48,8491,31-03-2015,27028.54,22.09,23.72,6.23,7738.4,31-03-2016,20071.49,24.4,15.95,3.71,9173.75,31-03-2017,39106,26.75,28.33,5.75,10113.7,28-03-2018,46382.97,25.02,36.08,6.2,11623.9,29-03-2019,84504.83,47.18,34.86,8.68,8597.75,31-03-2020,79609.84,33.39,23.2,6.22,14690.7,31-03-2021,143889.73,24.52,57.08,9.32,17464.75,31-03-2022,200753.9,32.67,59.79,10.98,17359.75,31-03-2023,185871.06,44.53,40.61,8.38
Vindhya Telelinks Ltd.,5682.55,28-03-2013,2200.11,-0.68,,0.99,6695.9,28-03-2014,1801.33,12.28,12.38,0.76,8491,31-03-2015,6007.2,48.87,10.37,2.04,7738.4,31-03-2016,7403.83,68.59,9.11,2.01,9173.75,31-03-2017,7760.54,55.44,11.81,1.76,10113.7,28-03-2018,12439.26,68.38,15.35,2.5,11623.9,29-03-2019,16592.39,129.3,10.83,2.58,8597.75,31-03-2020,5139.72,102.61,4.23,0.66,14690.7,31-03-2021,9717.71,86.89,9.44,1.1,17464.75,31-03-2022,12188.61,68.74,14.96,1.21,17359.75,31-03-2023,20695.75,119.07,14.67,1.82
Vineet Laboratories Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,439.29,7.2,6.62,1.32,17359.75,31-03-2023,381.67,1.36,30.53,1.14
Vinny Overseas Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11445.05,27-03-2019,376.98,3.46,11.85,1.34,8660.25,27-03-2020,330.09,2.44,14.74,1.1,14814.75,23-03-2021,321.81,-2.03,,1.14,17325.3,29-03-2022,625.23,-2.11,,2.39,17359.75,31-03-2023,1767.94,0.1,73.06,6.31
Vinyl Chemicals India Ltd.,5682.55,28-03-2013,165.95,3.27,2.77,0.99,6704.2,31-03-2014,307.15,4.06,4.12,1.2,8491,31-03-2015,1187.33,6.62,9.78,3.43,7738.4,31-03-2016,919.61,4.09,12.26,2.17,9173.75,31-03-2017,1294.6,4.58,15.41,2.71,10113.7,28-03-2018,1819.96,6.26,15.87,3.25,11623.9,29-03-2019,1461.47,4.65,17.13,2.59,8597.75,31-03-2020,763.74,4.07,10.24,1.25,14690.7,31-03-2021,2134.44,6.18,18.84,3.14,17464.75,31-03-2022,4812.57,18.86,13.91,5.01,17359.75,31-03-2023,6114.51,19.1,17.46,5.4
Vipul Ltd.,5682.55,28-03-2013,893.88,1.5,4.96,0.22,6704.2,31-03-2014,599.92,0,1199.84,0.14,8952.35,29-01-2015,5717.26,-0.82,,1.39,7738.4,31-03-2016,4871.37,0.1,405.95,1.19,9173.75,31-03-2017,7439.04,-0.19,,1.85,10113.7,28-03-2018,6413.17,0.11,471.56,1.59,11623.9,29-03-2019,4439.43,-0.09,,1.1,8597.75,31-03-2020,1511.8,-3.87,,0.4,14690.7,31-03-2021,3539.54,-4.13,,1.08,17464.75,31-03-2022,2165.72,-2.32,,0.72,17359.75,31-03-2023,1325.83,-8.35,,1.26
Virescent Renewable Energy Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17498.25,30-03-2022,,,,,17080.7,29-03-2023,0,,0,0
Visa Steel Ltd.,5682.55,28-03-2013,4801.5,-7.54,,7.38,6704.2,31-03-2014,1798.5,-14.94,,0.49,8491,31-03-2015,1661,-22.21,,1.36,7738.4,31-03-2016,1545.5,-55.21,,,9173.75,31-03-2017,2332,-13.9,,,10113.7,28-03-2018,1603.68,-14.28,,,11623.9,29-03-2019,903.16,1.21,6.45,0.74,8597.75,31-03-2020,312.63,-7.4,,0.89,14690.7,31-03-2021,752.63,-7.11,,,17464.75,31-03-2022,1777.37,-4.89,,,17359.75,31-03-2023,1308.42,-5.64,,
Visagar Polytex Ltd.,,,,,,,6695.9,28-03-2014,1502.38,0.59,151.76,6.29,8491,31-03-2015,15167.35,1.61,559.68,58.99,7738.4,31-03-2016,3151.37,0,2864.88,10.06,9173.75,31-03-2017,480.09,0.06,35.3,1.81,10113.7,28-03-2018,246.2,0.04,23.23,0.9,11623.9,29-03-2019,160.99,0.06,9.88,0.47,8597.75,31-03-2020,58.54,-0.49,,0.31,14690.7,31-03-2021,204.89,0,512.23,1.08,17464.75,31-03-2022,482.96,-0.02,,2.61,17359.75,31-03-2023,234.16,-0.05,,1.37
Visaka Industries Ltd.,5682.55,28-03-2013,1549.98,34.82,2.8,0.47,6704.2,31-03-2014,1156.13,6.3,11.55,0.35,8491,31-03-2015,1451.52,13.38,6.83,0.44,7738.4,31-03-2016,1666.71,15.16,6.92,0.48,9173.75,31-03-2017,4300.56,26.59,10.18,1.1,10113.7,28-03-2018,10272.59,38.55,16.78,2.31,11623.9,29-03-2019,6491.34,42.59,9.6,1.33,8597.75,31-03-2020,2139.96,29.96,4.5,0.42,14690.7,31-03-2021,7797.96,66.48,7.12,1.25,17464.75,31-03-2022,10141.33,68.14,8.61,1.38,17359.75,31-03-2023,5908.36,32.52,10.51,0.76
Vishal Fabrics Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,6971.24,6.84,23.21,2.82,14690.7,31-03-2021,4106.99,2.7,23.12,1.55,17464.75,31-03-2022,6955.87,3.51,10.02,2.08,17359.75,31-03-2023,3250.68,2.65,6.21,0.84
Vishnu Chemicals Ltd.,,,,,,,,,,,,,8491,31-03-2015,2030.82,18.11,9.38,2.23,7738.4,31-03-2016,3550.95,21.37,13.91,3.13,9173.75,31-03-2017,3442.84,2.68,107.59,3.82,10113.7,28-03-2018,3264.25,-3.01,,3.48,11623.9,29-03-2019,1702.91,12.1,11.78,1.6,8597.75,31-03-2020,790.23,10.8,6.13,0.62,14690.7,31-03-2021,3390.28,6.55,43.35,2.24,17464.75,31-03-2022,19106.46,54.41,29.39,8.84,17359.75,31-03-2023,16133.1,20.97,12.88,4.66
Vishwaraj Sugar Inds. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,2405.46,-2.21,,1.08,14690.7,31-03-2021,4448.51,2.17,54.52,1.97,17464.75,31-03-2022,3802.54,2.79,7.25,1.35,17359.75,31-03-2023,2713.42,-1.43,,1.07
Vital Chemtech Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,1840.67,3.36,22.87,2.2
Viviana Power Tech Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17359.75,31-03-2023,407.75,5.04,13.55,2.19
Vivimed Labs Ltd.,5682.55,28-03-2013,4509.91,24.05,11.67,1.22,6704.2,31-03-2014,2851.87,16.43,10.71,0.77,8491,31-03-2015,5907.09,11.69,31.19,1.58,7738.4,31-03-2016,6748.88,4.99,83.53,1.83,9173.75,31-03-2017,8709.53,15.59,6.89,1.67,10113.7,28-03-2018,5871.58,10.66,6.67,1.11,11623.9,29-03-2019,1918.68,1.02,22.79,0.36,8597.75,31-03-2020,601.13,-1.48,,0.12,14690.7,31-03-2021,1334.91,-2.81,,0.27,17464.75,31-03-2022,1202.25,-8.17,,0.29,16985.7,27-03-2023,547.23,-9.86,,0.15
Vivo Collaboration Solutions Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,313.94,23.18,6.72,2.26,17359.75,31-03-2023,180.34,1.74,51.53,1.26
Vodafone Idea Ltd.,5682.55,28-03-2013,377501.25,2.15,53.09,2.8,6704.2,31-03-2014,456283.39,4.88,28.17,2.93,8491,31-03-2015,662003.37,7.81,23.55,3.02,7738.4,31-03-2016,396776.13,7.29,15.11,1.6,9173.75,31-03-2017,309517.43,-2.39,,1.3,10113.7,28-03-2018,330872.46,-9.17,,1.23,11623.9,29-03-2019,524420.85,-4.34,,1.03,8597.75,31-03-2020,89079.71,-14.24,,0.99,14690.7,31-03-2021,265802.35,-15.41,,,17464.75,31-03-2022,309946.88,-8.84,,,17359.75,31-03-2023,282342.2,-6,,
Voltamp Transformers Ltd.,5682.55,28-03-2013,3839.95,28.69,13.23,0.93,6704.2,31-03-2014,4898.71,25.99,18.63,1.15,8491,31-03-2015,6471.42,25.59,25,1.47,7738.4,31-03-2016,7936.37,43.47,18.05,1.69,9173.75,31-03-2017,10633.6,69.06,15.22,1.88,10113.7,28-03-2018,10788.9,75.26,14.17,1.74,11623.9,29-03-2019,11611.92,69.26,16.57,1.77,8597.75,31-03-2020,8903.57,87.98,10,1.19,14690.7,31-03-2021,11078.75,111.07,9.86,1.33,17464.75,31-03-2022,19830.57,130.71,15,2.1,17359.75,31-03-2023,27239.84,195.79,13.75,2.46
Voltas Ltd.,5682.55,28-03-2013,24932.17,10.12,7.45,1.61,6704.2,31-03-2014,53239.35,5.15,31.21,3.33,8491,31-03-2015,92598.09,9.15,30.59,5.03,7738.4,31-03-2016,92019.05,9.47,29.35,3.67,9173.75,31-03-2017,136357.6,13.17,31.3,4.57,10113.7,28-03-2018,205446.34,13.3,46.68,6.21,11623.9,29-03-2019,208275.4,14.04,44.82,5.6,8597.75,31-03-2020,157798.93,17.56,27.17,3.74,14690.7,31-03-2021,331529.97,16.4,61.08,6.65,17464.75,31-03-2022,412083.86,17.24,72.26,7.4,17359.75,31-03-2023,270746.44,10.47,78.12,4
W E Win Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10130.65,26-03-2018,257.41,6.47,11.75,2.77,11623.9,29-03-2019,345.47,4.49,22.73,3.33,7610.25,23-03-2020,199.16,19.4,3.03,1.18,14507.3,26-03-2021,138.36,6.23,6.56,0.74,16871.3,14-03-2022,511.61,1.26,39.97,1.91,17359.75,31-03-2023,412.54,2.45,16.57,1.75
W S Industries (India) Ltd.,5682.55,28-03-2013,244.16,-37.6,,,6704.2,31-03-2014,213.51,-44.79,,,8491,31-03-2015,217.74,-47.35,,,7738.4,31-03-2016,171.23,-17.6,,,9173.75,31-03-2017,163.83,-12.54,,,10113.7,28-03-2018,121.55,8.96,0.64,,11623.9,29-03-2019,30.2,-86.47,,,8281.1,30-03-2020,34.14,42.68,0.03,,14690.7,31-03-2021,172.01,-2.51,,,17222,28-03-2022,299.37,-25.61,,,17359.75,31-03-2023,1360.66,3.66,8.9,5.25
Walchandnagar Industries Ltd.,5682.55,28-03-2013,2048.18,-2.53,,0.91,6704.2,31-03-2014,2316.57,0.65,93.04,1.22,8491,31-03-2015,7102,-13.85,,4.84,7738.4,31-03-2016,5647.71,-12.32,,5.03,9173.75,31-03-2017,5417.39,-19.59,,1.49,10113.7,28-03-2018,6515.72,-15.18,,1.94,11623.9,29-03-2019,3397.77,1.63,54.8,0.99,8597.75,31-03-2020,972.69,-21.61,,0.36,14690.7,31-03-2021,2388.91,-19.94,,1.13,17464.75,31-03-2022,1914.93,-16.8,,1.08,17359.75,31-03-2023,2422.26,-20.93,,0.99
Walpar Nutritions Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17464.75,31-03-2022,122.61,0.9,29.91,1.11,17359.75,31-03-2023,229.33,0.64,79.08,2.03
Wanbury Ltd.,5682.55,28-03-2013,378.87,-9.93,,0.51,6704.2,31-03-2014,447.31,-4.91,,0.65,8491,31-03-2015,1243.09,-7.63,,,7738.4,31-03-2016,948.54,-3.08,,,9173.75,31-03-2017,1344.44,26.83,2.16,,10113.7,28-03-2018,756.67,-12.21,,,11623.9,29-03-2019,514.73,-20.81,,,8597.75,31-03-2020,457.41,-25.38,,,14690.7,31-03-2021,2059.99,-6.6,,,17464.75,31-03-2022,2761.87,0.53,158.73,150.1,17359.75,31-03-2023,1219.92,-3,,
Waterbase Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8597.75,31-03-2020,3674.56,4.09,21.7,2,14690.7,31-03-2021,4148.89,1.32,75.99,2.18,17464.75,31-03-2022,3432.21,-1.24,,1.84,17359.75,31-03-2023,2371.68,-0.84,,1.3
We Internet Ltd.,,,,,,,6191.45,06-01-2014,126.68,-1.22,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealth First Portfolio Managers Ltd.,,,,,,,,,,,,,,,,,,,7738.4,31-03-2016,319.65,4.05,12.34,2.05,9121.5,21-03-2017,322.85,5.83,8.66,1.86,10113.7,28-03-2018,639.3,12.09,8.27,2.63,11623.9,29-03-2019,872.64,14.03,9.73,2.71,11132.75,02-03-2020,792.73,9.82,12.62,2.14,14690.7,31-03-2021,1346.26,11.85,10.66,2.92,17464.75,31-03-2022,2900.29,17.27,15.76,4.43,17359.75,31-03-2023,3033.48,12.68,22.45,3.95
Websol Energy System Ltd.,5682.55,28-03-2013,151.61,-31.05,,,6704.2,31-03-2014,143.92,-32.85,,,8491,31-03-2015,462.53,-8.82,,,7738.4,31-03-2016,1257.96,-3.92,,,9173.75,31-03-2017,1184.35,2.08,25.97,2.04,10113.7,28-03-2018,2348.8,0.25,350.57,2.62,11623.9,29-03-2019,735.84,-3.05,,0.69,8597.75,31-03-2020,379.37,2.19,5.65,0.39,14690.7,31-03-2021,1325.15,-5.29,,0.89,17464.75,31-03-2022,3449.71,2.13,44.28,1.8,17359.75,31-03-2023,2997.1,-5.46,,1.57
Weizmann Ltd.,5682.55,28-03-2013,125.22,0.76,9.56,0.23,6641.75,27-03-2014,123.49,1.26,5.69,0.22,8491,31-03-2015,198.62,0.96,12.04,0.38,7738.4,31-03-2016,329.02,1.37,13.94,0.6,9173.75,31-03-2017,692.59,1.81,22.2,1.05,10113.7,28-03-2018,737.49,2.04,20.89,1.07,11623.9,29-03-2019,695.18,4.56,8.83,0.87,8597.75,31-03-2020,407.61,2.43,9.73,0.73,14690.7,31-03-2021,753.04,3.13,13.95,1.26,17464.75,31-03-2022,895.24,0.71,79.22,1.74,17359.75,31-03-2023,1295.68,3.82,21.38,2.3
Welspun Corp Ltd.,5682.55,28-03-2013,13239.45,2.07,24.33,0.3,6704.2,31-03-2014,18077.7,-1.01,,0.93,8491,31-03-2015,14172.03,-0.36,,0.76,7738.4,31-03-2016,26177.82,-4.52,,1.61,9173.75,31-03-2017,21907.68,6.12,13.51,1.21,10113.7,28-03-2018,35779,9.22,14.63,1.87,11623.9,29-03-2019,36123.8,0.73,186.98,1.9,8597.75,31-03-2020,16187.88,11.42,5.44,1.04,14690.7,31-03-2021,36093.36,36.38,3.8,1.33,17464.75,31-03-2022,43682.93,18.45,9.07,1.43,17359.75,31-03-2023,52436.64,14.4,13.93,1.51
Welspun Enterprises Ltd.,5682.55,28-03-2013,490,2.22,5.52,0.11,6704.2,31-03-2014,422,-17.46,,0.1,8491,31-03-2015,1264,-21.29,,0.09,7738.4,31-03-2016,8249.52,-0.9,,0.56,9173.75,31-03-2017,12298.97,2.3,36.32,0.91,10113.7,28-03-2018,20853.8,6.55,21.57,1.45,11623.9,29-03-2019,15763.44,7.58,14.03,1.02,8597.75,31-03-2020,5901.21,10.35,3.84,0.34,14690.7,31-03-2021,16196.41,7.18,15.16,0.89,17464.75,31-03-2022,10934.16,6.16,11.85,0.58,17359.75,31-03-2023,18830.37,12.28,10.22,0.76
Welspun Enterprises Ltd. [Merged],,,,,,,,,,,,,8491,31-03-2015,4617.37,-45.74,,0.28,8135.1,03-06-2015,6170.74,-45.74,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun Global Brands Ltd. [Merged],5855.75,24-12-2012,608.63,19.25,3.02,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welspun India Ltd.,5682.55,28-03-2013,6806.84,15.51,4.39,0.66,6704.2,31-03-2014,10104.89,2.96,34.02,0.96,8491,31-03-2015,35738.61,51.1,6.96,2.49,7738.4,31-03-2016,99417.55,6.55,15.1,5.23,9173.75,31-03-2017,88164.63,7.59,11.56,4.01,10113.7,28-03-2018,58324.29,4.42,13.14,2.4,11623.9,29-03-2019,59931.86,2.94,20.26,2.35,8597.75,31-03-2020,21702.06,4.53,4.77,0.77,14690.7,31-03-2021,81232.03,5.21,15.51,2.43,17464.75,31-03-2022,89765.11,4.12,22.05,2.58,17359.75,31-03-2023,62889.92,1.54,41.46,1.74
Welspun Investments & Commercials Ltd.,5682.55,28-03-2013,65.05,1.09,16.26,0.24,6704.2,31-03-2014,85.88,-32.45,,0.55,8491,31-03-2015,128.09,0.16,213.48,0.82,7738.4,31-03-2016,187.11,0.25,207.9,1.2,9173.75,31-03-2017,303.32,0.14,606.64,0.38,10113.7,28-03-2018,525.51,0.82,175.17,0.65,11623.9,29-03-2019,504.32,1.45,95.15,0.4,8597.75,31-03-2020,519.3,20.06,7.08,0.86,14690.7,31-03-2021,1516.42,2.16,191.95,1.1,17464.75,31-03-2022,960.94,6.76,38.9,0.67,17359.75,31-03-2023,979.03,15,17.87,0.65
